,game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher,TAS_time,emulator,time_difference,%_of_difference
152,Friday the 13th,Any%,Friday the 13th - Any%,173.0,1989,32,45,Nintendo Entertainment System,,,,,142.93,,30.069999999999993,17.3815028901734
153,Adventures of Lolo 2,Any%,Adventures of Lolo 2 - Any%,1437.0,1990,31,3,Nintendo Entertainment System,,,,,1395.47,,41.52999999999997,2.89004871259568
154,Magic Knight Rayearth,Any%,Magic Knight Rayearth - Any%,1358,1995,26,1,Sega Saturn,Action RPG,,,Working Designs,802,BizHawk,556,40.9425625920471
155,Kiteretsu Daihyakka,Any%,Kiteretsu Daihyakka - Any%,716.0,1990,31,3,Nintendo Entertainment System,,,,,615.0,,101.0,14.1061452513966
156,Formation Z,Any%,Formation Z - Any%,127.0,1985,36,8,Nintendo Entertainment System,Action,,,,111.9,,15.099999999999994,11.8897637795276
157,Super Mario Sunshine,Any%,Super Mario Sunshine - Any%,4419.0,2002,19,1309,GameCube,Platformer,,Nintendo,Nintendo,4112.58,Dolphin,306.4200000000001,6.93414799728446
158,Klonoa: Door to Phantomile,Any%,Klonoa: Door to Phantomile - Any%,2300.0,1997,24,39,PlayStation 2,,,,,2109.14,BizHawk,190.86000000000013,8.29826086956522
159,Barbie Game Girl,Any%,Barbie Game Girl - Any%,535.0,1992,29,30,Game Boy Color,,,,,415.42,,119.57999999999998,22.3514018691589
160,Street Fighter 2010: The Final Fight,Any%,Street Fighter 2010: The Final Fight - Any%,640,1990,31,6,Nintendo Entertainment System,,,,,410.22,,229.78,35.903125
161,Zoda's Revenge: StarTropics II,Any%,Zoda's Revenge: StarTropics II - Any%,3563.0,1994,27,12,Nintendo Entertainment System,,,,,3276.92,BizHawk,286.0799999999999,8.02918888577042
162,Crash Bandicoot: The Huge Adventure,Any%,Crash Bandicoot: The Huge Adventure - Any%,2205.0,2002,19,29,Game Boy Advance,,,Vicarious Visions,,1971.57,,233.43000000000006,10.5863945578231
163,Super Mario 4,Any%,Super Mario 4 - Any%,591.0,1997,24,1,Game Boy Player,,,,,525.02,,65.98000000000002,11.1641285956007
164,Cacoma Knight in Bizyland,Any%,Cacoma Knight in Bizyland - Any%,484,1992,29,1,Super Nintendo,Puzzle,,Affect,Datam Polystar,332.6,,151.4,31.2809917355372
165,Brandish,Any%,Brandish - Any%,1466,1994,27,1,Super Nintendo,Action RPG,,Koei,Nihon Falcom,672.19,,793.81,54.1480218281037
166,SpongeBob SquarePants: SuperSponge,Any%,SpongeBob SquarePants: SuperSponge - Any%,1333.0,2001,20,8,PlayStation 2,,,,,1117.78,,215.22000000000003,16.145536384096
167,Tiny Toon Adventures: Buster's Hidden Treasure,Any%,Tiny Toon Adventures: Buster's Hidden Treasure - Any%,1335.0,1993,28,9,Sega Genesis,,,,,1162.68,,172.31999999999994,12.9078651685393
168,Adventures of Yogi Bear,Any%,Adventures of Yogi Bear - Any%,1600.0,1994,27,2,Super Nintendo,,,,,1361.59,,238.41000000000008,14.900625
169,Kenseiden,Any%,Kenseiden - Any%,380.0,1988,33,11,Sega Master System,,,,,325.34,,54.660000000000025,14.3842105263158
170,Kenseiden,100%,Kenseiden - 100%,888.0,1988,33,2,Sega Master System,,,,,788.7,,99.29999999999995,11.1824324324324
171,Digimon Battle Spirit,Any%,Digimon Battle Spirit - Any%,1035.0,2003,18,12,Game Boy Advance,,,,,839.66,,195.34000000000003,18.8734299516908
172,Lord of the Sword,Any%,Lord of the Sword - Any%,1991,1988,33,1,Sega Master System,,,,,814.82,BizHawk,1176.18,59.0748367654445
173,The Ren & Stimpy Show Presents: Stimpy's Invention,Any%,The Ren & Stimpy Show Presents: Stimpy's Invention - Any%,468.0,1993,28,7,Sega Genesis,2D Action Platformer,,BlueSky Software,SEGA,438.13,,29.870000000000005,6.38247863247863
174,Noddy: A Day in Toyland,Any%,Noddy: A Day in Toyland - Any%,1112.0,2006,15,3,Game Boy Advance,Action,,Lucky Jump,Game Factory,1072.19,,39.809999999999945,3.58003597122302
175,Twinkle Tale,Any%,Twinkle Tale - Any%,1130.0,1992,29,4,Sega Genesis,,,Wonder Amusement Studio,,1053.58,,76.42000000000007,6.76283185840709
176,Rolan's Curse II,Any%,Rolan's Curse II - Any%,1449.0,1992,29,2,Game Boy,Action-adventure,,NMK,Sammy,1277.38,,171.6199999999999,11.8440303657695
177,George Foreman's KO Boxing,Any%,George Foreman's KO Boxing - Any%,392,1992,29,1,Sega Master System,,,,,284.83,,107.17,27.3392857142857
178,Porky's,Any%,Porky's - Any%,9.487,1983,38,5,Atari 2600,,,,,7.99,,1.4969999999999999,15.7794877200379
179,Rocky,Any%,Rocky - Any%,228.0,1987,34,2,Sega Master System,Boxing,,SEGA,SEGA,181.95,,46.05000000000001,20.1973684210526
180,Psycho Fox,Any%,Psycho Fox - Any%,155.0,1989,32,3,Sega Master System,,,,,131.87,,23.129999999999995,14.9225806451613
181,Master of Darkness,Any%,Master of Darkness - Any%,1115.0,1992,29,12,Sega Master System,Platformer,,SIMS,SEGA,1072.31,BizHawk,42.690000000000055,3.82869955156951
182,El Viento,Any%,El Viento - Any%,750.0,1991,30,5,Sega Genesis,Platformer,,Wolf Team,SEGA,580.6,,169.39999999999998,22.5866666666667
183,Holy Diver,Any%,Holy Diver - Any%,1032.0,1989,32,7,Nintendo Entertainment System,,,,,866.44,,165.55999999999995,16.0426356589147
184,Paper Mario,Any%,Paper Mario - Any%,5966.0,2000,21,96,Nintendo 64,RPG,,Intelligent Systems,Nintendo,5440.15,,525.8500000000004,8.81411330874959
185,Paper Mario,All Cards,Paper Mario - All Cards,9931.0,2000,21,95,Nintendo 64,RPG,,Intelligent Systems,Nintendo,9033.83,BizHawk,897.1700000000001,9.03403484039875
186,Metroid Prime Hunters,Any%,Metroid Prime Hunters - Any%,4167,2006,15,2,Nintendo DS,,,,,2830.32,DeSmuME,1336.68,32.0777537796976
187,Target Earth,Any%,Target Earth - Any%,1475.0,1990,31,1,Sega Genesis,,,,,1384.6,,90.40000000000009,6.12881355932204
188,F-Zero,Knight League,F-Zero - Knight League,744.0,1990,31,79,Super Nintendo,Racing,,,,736.89,,7.110000000000014,0.955645161290324
189,F-Zero,Queen League,F-Zero - Queen League,700.0,1990,31,38,Super Nintendo,Racing,,,,687.87,lsnes,12.129999999999995,1.73285714285714
190,Noddy and the Birthday Party,Any%,Noddy and the Birthday Party - Any%,473.0,2000,21,8,Game Boy Color,Platform Game,,Tiertex Design Studios,BBC Multimedia,453.68,,19.319999999999993,4.0845665961945
191,Kung-Fu Master,Any%,Kung-Fu Master - Any%,246.0,1990,31,18,Game Boy Player,,,,,198.44,,47.56,19.3333333333333
192,Mega Man X6,Any%,Mega Man X6 - Any%,1858.0,2001,20,16,GameCube,,,Capcom Production Studio 3,Capcom,1534.02,PCSX,323.98,17.4370290635092
193,Mega Man X6,100%,Mega Man X6 - 100%,4155.0,2001,20,10,GameCube,,,Capcom Production Studio 3,Capcom,3407.18,PCSX,747.8200000000002,17.9980746089049
194,Final Fantasy Tactics Advance,Any%,Final Fantasy Tactics Advance - Any%,14215,2003,18,21,Game Boy Advance,RPG,,Square,Square,10237.76,,3977.24,27.9791769257826
195,Sabrina the Teenage Witch: Potion Commotion,Any%,Sabrina the Teenage Witch: Potion Commotion - Any%,1937,2002,19,3,Game Boy Advance,,,,,1444.71,,492.29,25.4150748580279
196,Platoon,Any%,Platoon - Any%,479.0,1988,33,4,Nintendo Entertainment System,,,,,457.13,,21.870000000000005,4.56576200417537
197,Drill Dozer,Any%,Drill Dozer - Any%,8269.0,2005,16,4,Wii Virtual Console,Action,,Game Freak,Nintendo,6602.03,,1666.9700000000003,20.159269561011
198,Super Glove Ball,Any%,Super Glove Ball - Any%,555,1990,31,3,Nintendo Entertainment System,,,,,128.24,,426.76,76.8936936936937
199,Tryrush Deppy,Any%,Tryrush Deppy - Any%,1619.0,1996,25,4,Sega Saturn,Platformer,,System Supply N-Tech,Nihon Create,1301.9,BizHawk,317.0999999999999,19.58616429895
200,Boxxle,Any%,Boxxle - Any%,21790.0,1989,32,1,Game Boy,,,,,17930.2,,3859.7999999999993,17.713630105553
201,Cyborg Hunter,Any%,Cyborg Hunter - Any%,771,1988,33,1,Sega Master System,Action,,Sega R&D 2,"Sega, Activision",553.71,,217.29,28.1828793774319
202,Final Zone II,Any%,Final Zone II - Any%,583.0,1990,31,2,TurboGrafx-16 CD-ROM,,,,,487.11,,95.88999999999999,16.4476843910806
203,Kung Fu Kid,Any%,Kung Fu Kid - Any%,491.0,1987,34,8,Sega Master System,,,,,483.44,,7.560000000000002,1.53971486761711
204,One Piece Mansion,Any%,One Piece Mansion - Any%,311.0,2001,20,1,PlayStation,"Puzzle, strategy",,Capcom,Capcom,284.45,,26.55000000000001,8.53697749196142
205,Super Adventure Island II,Any%,Super Adventure Island II - Any%,2733.0,1994,27,15,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft,2477.22,,255.7800000000002,9.35894621295281
206,Madou King Granzort,Any%,Madou King Granzort - Any%,517.0,1990,31,3,TurboGrafx-16/PC Engine,Action,,Mutech,Hudson Soft,475.91,,41.089999999999975,7.94777562862669
207,Sonic & Knuckles,Knuckles,Sonic & Knuckles - Knuckles,714.0,1994,27,30,GameCube,Action,Sonic 3 modified,Sonic Team,SEGA,692.46,,21.539999999999964,3.01680672268907
208,Ninja Kid,Any%,Ninja Kid - Any%,627,1986,35,1,Nintendo Entertainment System,,,,,253.25,,373.75,59.6092503987241
209,Double Dragon III: The Sacred Stones,Any%,Double Dragon III: The Sacred Stones - Any%,853,1991,30,19,Nintendo Entertainment System,,,,,603.77,FCEUX,249.23,29.2180539273154
210,Kid Niki: Radical Ninja,Any%,Kid Niki: Radical Ninja - Any%,656.0,1986,35,11,Nintendo Entertainment System,,,,,584.39,,71.61000000000001,10.9161585365854
211,Golden Axe Warrior,Any%,Golden Axe Warrior - Any%,4297,1991,30,2,Sega Master System,Action-adventure,,,,1849.1,BizHawk,2447.9,56.967651850128
212,Yu-Gi-Oh! Forbidden Memories,Any%,Yu-Gi-Oh! Forbidden Memories - Any%,4028,1999,22,115,PlayStation 2,,,,,2432.2,,1595.8,39.617676266137
213,The Little Mermaid,Any%,The Little Mermaid - Any%,407.291,1991,30,196,Nintendo Entertainment System,,,,,402.23,,5.060999999999979,1.24260049939723
214,Cobra Triangle,Any%,Cobra Triangle - Any%,1029.0,1989,32,12,Nintendo Entertainment System,,,,,1003.73,,25.269999999999982,2.45578231292517
215,Urban Champion,Any%,Urban Champion - Any%,29.084,1986,35,35,Nintendo Entertainment System,,,,,26.84,,2.2439999999999998,7.71558245083207
216,Rayman Origins,Any%,Rayman Origins - Any%,3173.0,2011,10,17,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,2731.3,Dolphin,441.6999999999998,13.9205798928459
217,The Goonies II,Any%,The Goonies II - Any%,923.033,1987,34,53,Nintendo Entertainment System,,,,,653.64,FCEUX,269.393,29.1856304162473
218,The Goonies II,100%,The Goonies II - 100%,1386.0,1987,34,4,Nintendo Entertainment System,,,,,1186.36,,199.6400000000001,14.4040404040404
219,The Battle of Olympus,Any%,The Battle of Olympus - Any%,1649,1989,32,2,Nintendo Entertainment System,,,,,595.37,FCEUX,1053.63,63.8950879320801
220,Alex Kidd in Shinobi World,Any%,Alex Kidd in Shinobi World - Any%,431.0,1990,31,12,Wii Virtual Console,Action,,SEGA,SEGA,327.84,BizHawk,103.16000000000003,23.9350348027842
221,Punch-Out!!,Any%,Punch-Out!! - Any%,1289.64,2009,12,4,Wii U,Boxing,,Next Level Games,Nintendo,206.15,,1083.49,84.0149188920939
222,Fire Emblem: Shadow Dragon,Any%,Fire Emblem: Shadow Dragon - Any%,993,2009,12,8,Nintendo DS,,,,,527.83,,465.17,46.8449144008056
223,Vice: Project Doom,Any%,Vice: Project Doom - Any%,796.0,1991,30,12,Nintendo Entertainment System,,,,,726.34,FCEUX,69.65999999999997,8.75125628140703
224,The Goonies,Any%,The Goonies - Any%,302,1986,35,13,Nintendo Entertainment System,Action-adventure,,Konami,Konami,147.91,,154.09,51.023178807947
225,Faxanadu,Any%,Faxanadu - Any%,1580.0,1987,34,24,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1384.69,BizHawk,195.30999999999995,12.3613924050633
226,Hudson Hawk,Any%,Hudson Hawk - Any%,455.0,1991,30,4,Nintendo Entertainment System,,,,,423.88,,31.120000000000005,6.83956043956044
227,The Legend of Zelda,Any%,The Legend of Zelda - Any%,1656.0,1986,35,43,Nintendo Entertainment System,,,Nintendo,Nintendo,1337.53,,318.47,19.2312801932367
228,An American Tail: Fievel Goes West,Any%,An American Tail: Fievel Goes West - Any%,1064.0,1994,27,4,Super Nintendo,Platform,,Hudson Soft,Hudson Soft,1030.0,,34.0,3.19548872180451
229,Gomola Speed,Any%,Gomola Speed - Any%,2255,1990,31,1,TurboGrafx-16/PC Engine,,,,,765.34,BizHawk,1489.66,66.060310421286
230,Mega Man X2,Any%,Mega Man X2 - Any%,1946.0,1994,27,205,Super Nintendo,Platformer,,Capcom,Capcom,1866.34,,79.66000000000008,4.09352517985612
231,The Bugs Bunny Birthday Blowout,Any%,The Bugs Bunny Birthday Blowout - Any%,1558.0,1990,31,11,Nintendo Entertainment System,,,,,1544.26,,13.740000000000009,0.881899871630296
232,Mega Man X3,Any%,Mega Man X3 - Any%,2365.0,1995,26,74,Super Nintendo,Capcom,,Capcom,Capcom,2274.5,,90.5,3.82663847780127
233,Mega Man X3,100%,Mega Man X3 - 100%,2657.0,1995,26,80,Super Nintendo,Capcom,,Capcom,Capcom,2536.24,BizHawk,120.76000000000022,4.54497553631917
234,Rockman EXE WS,Any%,Rockman EXE WS - Any%,785.0,2003,18,7,WonderSwan,Platformer,,Capcom,Capcom,684.95,,100.04999999999995,12.7452229299363
235,Bubble Ghost,Any%,Bubble Ghost - Any%,316.0,1990,31,34,Game Boy,,,Infogrames,,284.22,,31.779999999999973,10.0569620253164
236,Bible Buffet,Any%,Bible Buffet - Any%,377,1993,28,13,Nintendo Entertainment System,,,,,213.28,,163.72,43.4270557029178
237,The Flintstones: The Rescue of Dino & Hoppy,Any%,The Flintstones: The Rescue of Dino & Hoppy - Any%,889.0,1991,30,12,Nintendo Entertainment System,,,,,812.54,FCEUX,76.46000000000004,8.60067491563555
238,The Ninja,Any%,The Ninja - Any%,352.0,1986,35,4,Sega Master System,Run and Gun,,SEGA,SEGA,316.54,,35.45999999999998,10.0738636363636
239,Mega Man X,Any%,Mega Man X - Any%,1854.0,1993,28,208,Super Nintendo,Platformer,,Capcom,Capcom,1748.45,,105.54999999999995,5.69309600862999
240,Mega Man X,100%,Mega Man X - 100%,2094.15,1993,28,410,Super Nintendo,Platformer,,Capcom,Capcom,1987.13,,107.01999999999998,5.11042666475658
241,Stuart Little 2,Any%,Stuart Little 2 - Any%,1758,2002,19,3,Game Boy Advance,,,,,1378.18,,829.82,37.5824275362319
242,The Combatribes,Any%,The Combatribes - Any%,1444,1990,31,3,Super Nintendo,,,,,626.42,,817.58,56.6191135734072
243,Inversion,Any%,Inversion - Any%,7133,2012,9,1,PlayStation 3,,,,,318.91,,6814.09,95.5290901443993
244,Pac-Man World 2,Any%,Pac-Man World 2 - Any%,2411.0,2002,19,70,GameCube,,,Namco,Namco,2365.07,Dolphin,45.929999999999836,1.90501866445458
245,Dragon Warrior IV,Any%,Dragon Warrior IV - Any%,21122,1990,31,14,Nintendo Entertainment System,JRPG,,Chunsoft,Enix,7086.28,,14035.72,66.4507148944229
246,DinoCity,Any%,DinoCity - Any%,1201.0,1992,29,5,Super Nintendo,,,,,1076.39,,124.6099999999999,10.3755203996669
247,007: Agent Under Fire,00 Agent,007: Agent Under Fire - 00 Agent,2658.0,2001,20,1,GameCube,FPS,id Tech 3,Electronic Arts,Electronic Arts,2210.07,Dolphin,447.92999999999984,16.852144469526
248,Spider-Man 3,Any%,Spider-Man 3 - Any%,6882,2007,14,3,PlayStation 3,,,,,824.01,BizHawk,6057.99,88.0265911072363
249,Sonic Advance 2,Knuckles,Sonic Advance 2 - Knuckles,1736,2002,19,2,Game Boy Advance,Action,,Sonic Team,SEGA,1232.08,VBA,503.92,29.0276497695853
250,Rockin' Kats,Any%,Rockin' Kats - Any%,1085.0,1991,30,20,Nintendo Entertainment System,,,,,993.71,,91.28999999999996,8.41382488479262
251,Wonder Boy III: The Dragon's Trap,Any%,Wonder Boy III: The Dragon's Trap - Any%,1692.0,1989,32,6,Wii Virtual Console,,,,,1304.16,,387.8399999999999,22.9219858156028
252,Super Star Wars: The Empire Strikes Back,Any%,Super Star Wars: The Empire Strikes Back - Any%,2312.0,1993,28,4,Super Nintendo,,,,,1811.8,,500.20000000000005,21.6349480968858
253,Pulseman,Any%,Pulseman - Any%,1894.0,1994,27,2,Wii Virtual Console,,,,,1516.02,,377.98,19.9567053854277
254,The Legend of Zelda: Oracle of Ages,Any%,The Legend of Zelda: Oracle of Ages - Any%,4948.0,2001,20,38,Game Boy Color,Action-adventure,,Capcom,Nintendo,4844.32,BizHawk,103.68000000000029,2.09539207760712
255,Postman Pat and the Greendale Rocket,100%,Postman Pat and the Greendale Rocket - 100%,1833.0,2007,14,0,Game Boy Advance,,,,,1710.1,,122.90000000000009,6.70485542825969
256,Kaizo Mario Bros. 3,Any%,Kaizo Mario Bros. 3 - Any%,1192,2015,6,5,Nintendo Entertainment System,,,,,882.71,FCEUX,309.29,25.9471476510067
257,Mega Man 6,Any%,Mega Man 6 - Any%,2048.0,1993,28,8,Nintendo Entertainment System,,,,,1809.7,FCEUX,238.29999999999995,11.6357421875
258,The Mask,Any%,The Mask - Any%,447,1995,26,7,Super Nintendo,Platformer,,Black Pearl Software,Black Pearl Software,326.55,lsnes,120.45,26.9463087248322
259,Warsong,Any%,Warsong - Any%,8653.0,1991,30,1,Sega Genesis,Strategy,,NCS,Treco,7448.31,,1204.6899999999996,13.9222235062984
260,Commander Keen: Keen Dreams,Any%,Commander Keen: Keen Dreams - Any%,258.35,1991,30,3,MS-DOS,,,,,255.13,,3.2200000000000273,1.24637120185796
261,Monster House,Any%,Monster House - Any%,3744,2006,15,5,GameCube,Third-Person Shooter,,Artificial Mind and Movement,THQ,352.32,,3391.68,90.5897435897436
262,G.I. Joe: The Atlantis Factor,Any%,G.I. Joe: The Atlantis Factor - Any%,533.0,1992,29,10,Nintendo Entertainment System,,,,,435.28,,97.72000000000003,18.3339587242026
263,Dr. Jekyll and Mr. Hyde,Any%,Dr. Jekyll and Mr. Hyde - Any%,1191.0,1988,33,5,Nintendo Entertainment System,Action,,Advance Communication Co.,Toho,1011.25,,179.75,15.0923593618808
264,Mickey Mousecapade,Any%,Mickey Mousecapade - Any%,446.0,1988,33,26,Nintendo Entertainment System,,,,,436.58,,9.420000000000016,2.11210762331839
265,Xexyz,Any%,Xexyz - Any%,1598.0,1990,31,4,Nintendo Entertainment System,Platformer,,Atlus,Hudson Soft,1423.62,,174.3800000000001,10.9123904881101
266,StarTropics,Any%,StarTropics - Any%,3814.96,1990,31,55,Nintendo Entertainment System,Action-adventure,,Nintendo,Nintendo,3692.37,,122.59000000000015,3.21340197538113
267,Mario vs. Donkey Kong,Any%,Mario vs. Donkey Kong - Any%,2557.0,2004,17,23,Game Boy Advance,,,,,2243.32,BizHawk,313.67999999999984,12.2675009777082
268,The Guardian Legend,Any%,The Guardian Legend - Any%,2997.0,1988,33,11,Nintendo Entertainment System,,,,,2558.15,,438.8499999999999,14.642976309643
269,Cheese Cat-Astrophe Starring Speedy Gonzales,Any%,Cheese Cat-Astrophe Starring Speedy Gonzales - Any%,844.0,1995,26,1,Sega Genesis,,,,,787.26,,56.74000000000001,6.72274881516588
270,Garfield and His Nine Lives,Any%,Garfield and His Nine Lives - Any%,641.967,2006,15,5,Game Boy Advance,Platformer,,Lucky Jump Games,The Game Factory,607.79,,34.17700000000002,5.32379390217878
271,Mega Man 9,Any%,Mega Man 9 - Any%,1889.0,2008,13,36,PlayStation 3,,,,,1820.98,Dolphin,68.01999999999998,3.60084700899947
272,Johnny Test,Any%,Johnny Test - Any%,1929,2011,10,4,Nintendo DS,Platformer,,,,1195.68,,733.32,38.0155520995334
273,Dementium: The Ward,Any%,Dementium: The Ward - Any%,3312,2007,14,1,Nintendo DS,,,,,2216.56,,1095.44,33.0748792270531
274,Super Star Wars: Return of the Jedi,Any%,Super Star Wars: Return of the Jedi - Any%,1739.0,1994,27,5,Super Nintendo,,,,,1397.12,lsnes,341.8800000000001,19.6595744680851
275,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,Any%,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!! - Any%,3314.0,2012,9,2,Nintendo DS,Action,EngineBlack,WayForward Technologies,D3 Publisher,2924.36,DeSmuME,389.6399999999999,11.7573928786964
276,Daffy Duck: The Marvin Missions,Any%,Daffy Duck: The Marvin Missions - Any%,911,1993,28,2,Super Nintendo,,,,,89.44,BizHawk,821.56,90.1822173435785
277,Super Monkey Ball Jr.,Master,Super Monkey Ball Jr. - Master,128.0,2002,19,1,Game Boy Advance,,,,,109.31,,18.689999999999998,14.6015625
278,Kabuki Quantum Fighter,Any%,Kabuki Quantum Fighter - Any%,589.0,1990,31,41,Nintendo Entertainment System,,,,,554.19,FCEUX,34.809999999999945,5.91001697792868
279,Danan: The Jungle Fighter,Any%,Danan: The Jungle Fighter - Any%,494.0,1990,31,2,Sega Master System,,,,,438.15,,55.85000000000002,11.3056680161943
280,Mortal Kombat Mythologies: Sub-Zero,Any%,Mortal Kombat Mythologies: Sub-Zero - Any%,1946.0,1997,24,8,Nintendo 64,Action-adventure,,Midway Games,Midway Games,1557.93,,388.06999999999994,19.9419321685509
281,Zapper: One Wicked Cricket!,Any%,Zapper: One Wicked Cricket! - Any%,1039.63,2002,19,7,GameCube,Platform,,Blitz Games,Infogrames,1007.77,,31.860000000000127,3.06455181170225
282,Splatterhouse: Wanpaku Graffiti,Any%,Splatterhouse: Wanpaku Graffiti - Any%,1033.0,1989,32,37,Nintendo Entertainment System,,,,,1016.97,,16.029999999999973,1.55179090029041
283,Ninja Golf,Any%,Ninja Golf - Any%,775.0,1990,31,3,Atari 7800,,,,,689.67,,85.33000000000004,11.0103225806452
284,Super Pitfall,Any%,Super Pitfall - Any%,299.0,1987,34,38,Nintendo Entertainment System,,,,,282.04,FCEUX,16.95999999999998,5.67224080267558
285,Castle of Dragon,Any%,Castle of Dragon - Any%,461.0,1990,31,5,Nintendo Entertainment System,,,,,388.44,,72.56,15.7396963123644
286,Frankenstein: The Monster Returns,Any%,Frankenstein: The Monster Returns - Any%,651.0,1990,31,6,Nintendo Entertainment System,,,,,579.48,,71.51999999999998,10.9861751152074
287,Club Penguin: Elite Penguin Force: Herbert's Revenge,Any%,Club Penguin: Elite Penguin Force: Herbert's Revenge - Any%,2061.0,2010,11,10,Nintendo DS,Adventure,,1st Playable Productions,Disney Interactive Studios,1660.1,,400.9000000000001,19.4517224648229
288,The Adventures of Rad Gravity,Any%,The Adventures of Rad Gravity - Any%,1279.0,1990,31,2,Nintendo Entertainment System,,,,,1005.69,,273.30999999999995,21.3690383111806
289,Jackie Chan's Action Kung Fu,Any%,Jackie Chan's Action Kung Fu - Any%,1015.0,1990,31,21,Nintendo Entertainment System,,,,,992.75,FCEUX,22.25,2.19211822660099
290,Atlantis no Nazo,Any%,Atlantis no Nazo - Any%,147.41,1986,35,11,Nintendo Entertainment System,,,,,140.12,,7.289999999999992,4.94539040770639
291,Donkey Kong 5: The Journey of Over Time and Space,Any%,Donkey Kong 5: The Journey of Over Time and Space - Any%,301.78,2012,9,9,Game Boy Color,Bootleg,,Sintax,,288.54,,13.239999999999952,4.38730200808535
292,The Legend of Spyro: The Eternal Night,Any%,The Legend of Spyro: The Eternal Night - Any%,6814,2007,14,2,Wii U,,,,,1557.76,,5256.24,77.1388318168477
293,Orb-3D,Any%,Orb-3D - Any%,1909,1990,31,3,Nintendo Entertainment System,Action-Puzzle,,The Software Toolworks,Hi-Tech Expressions,1270.86,,638.14,33.4279727606077
294,Super Mario RPG: Legend of the Seven Stars,Any%,Super Mario RPG: Legend of the Seven Stars - Any%,9973.0,1996,25,101,Super Nintendo,,,,,8823.47,,1149.5300000000007,11.5264213376116
295,Phantasy Star III: Generations of Doom,Any%,Phantasy Star III: Generations of Doom - Any%,7122.0,1990,31,8,Wii Virtual Console,Role-playing Game,,,,5875.98,,1246.0200000000004,17.4953664700927
296,Doug's Big Game,Any%,Doug's Big Game - Any%,236.0,2000,21,3,Game Boy Color,,,,,219.91,,16.090000000000003,6.81779661016949
297,The Simpsons: Bart vs. the Space Mutants,Any%,The Simpsons: Bart vs. the Space Mutants - Any%,940.0,1991,30,11,Nintendo Entertainment System,,,,,778.9,,161.10000000000002,17.1382978723404
298,Pocky & Rocky,Any%,Pocky & Rocky - Any%,1178.0,1992,29,7,Super Nintendo,,,,,1120.17,BizHawk,57.82999999999993,4.90916808149405
299,Uchuu no Kishi Tekkaman Blade,Any%,Uchuu no Kishi Tekkaman Blade - Any%,514.0,1993,28,1,Game Boy,,,,,496.05,,17.94999999999999,3.49221789883268
300,Sonic Adventure 2: Battle,Hero Story,Sonic Adventure 2: Battle - Hero Story,1872.13,2001,20,666,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,1632.38,Dolphin,239.75,12.8062687954362
301,Ironsword: Wizards & Warriors II,Any%,Ironsword: Wizards & Warriors II - Any%,508.0,1988,33,21,Nintendo Entertainment System,,,,,434.32,,73.68,14.503937007874
302,MDK,Any%,MDK - Any%,2031.0,1997,24,9,PlayStation,,,,,1867.28,,163.72000000000003,8.06105366814377
