,game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher,TAS_time,emulator,time_difference,%_of_difference
303,Shining in the Darkness,Any%,Shining in the Darkness - Any%,9202,1991,30,3,Sega Genesis,,,,,2607.2,,6594.8,71.6670289067594
304,The Karate Kid,Any%,The Karate Kid - Any%,238.658,1987,34,53,Nintendo Entertainment System,Action,,Atlus,LJN,189.12,,49.53799999999998,20.7568989935389
305,Mercs,Any%,Mercs - Any%,597.0,1990,31,5,Arcade,,,,,592.9,,4.100000000000023,0.686767169179233
306,Catwoman,Any%,Catwoman - Any%,4285,2004,17,3,GameCube,Action,,EA Games,,1486.23,,2798.77,65.3155192532089
307,Super Mario World 2: Yoshi's Island,100%,Super Mario World 2: Yoshi's Island - 100%,8482.0,1995,26,56,Super Nintendo,Platformer,,,Nintendo,7175.12,snes9x,1306.88,15.4076868663051
308,Avatar: The Last Airbender,Any%,Avatar: The Last Airbender - Any%,7843,2006,15,2,GameCube,Action-adventure,,THQ Studio Australia,THQ,3338.04,,4504.96,57.4392451867908
309,Wario Land: Super Mario Land 3,Any%,Wario Land: Super Mario Land 3 - Any%,1372.0,1994,27,27,Game Boy Color,Platformer,,,Nintendo,1183.51,BizHawk,188.49,13.7383381924198
310,Mr. Nutz,Any%,Mr. Nutz - Any%,1765.0,1994,27,1,Super Nintendo,,,,,1753.85,,11.150000000000091,0.631728045325784
311,Mr. Nutz,100%,Mr. Nutz - 100%,2561.0,1994,27,1,Super Nintendo,,,,,2511.6,,49.40000000000009,1.92893401015229
312,Madagascar,Any%,Madagascar - Any%,2016.0,2005,16,52,GameCube,Platformer,Renderware,Toys for Bob (Consoles),Activision,1692.3,,323.70000000000005,16.0565476190476
313,Super Star Wars,Any%,Super Star Wars - Any%,1470.0,1992,29,14,Super Nintendo,,,,,1116.01,BizHawk,353.99,24.0809523809524
314,Spyro: Attack of the Rhynocs,Any%,Spyro: Attack of the Rhynocs - Any%,1226.0,2003,18,7,Game Boy Advance,,,Digital Eclipse,Vivendi Universal Games,999.87,,226.13,18.4445350734095
315,Zero Tolerance,Any%,Zero Tolerance - Any%,1326.0,1994,27,1,Sega Genesis,,,,,1192.65,,133.3499999999999,10.0565610859728
316,David Crane's A Boy and His Blob: Trouble on Blobolonia,Any%,David Crane's A Boy and His Blob: Trouble on Blobolonia - Any%,96.429,1989,32,37,Nintendo Entertainment System,,,,,79.14,,17.289,17.9292536477616
317,Mystical Ninja Starring Goemon,Any%,Mystical Ninja Starring Goemon - Any%,4325.0,1997,24,41,Nintendo 64,,,,,3809.47,Mupen64,515.5300000000002,11.9197687861272
318,Crash Bandicoot,Any%,Crash Bandicoot - Any%,2392.0,1996,25,174,PlayStation 2,,,Naughty Dog,,2179.85,PSXjin,212.1500000000001,8.86914715719064
319,Anubis II,Any%,Anubis II - Any%,1179,2005,16,1,PlayStation 2,,,,,137.48,,1041.52,88.3392705682782
320,Oddworld: Munch's Oddysee,Any%,Oddworld: Munch's Oddysee - Any%,2710,2001,20,2,Game Boy Advance,Platformer,ALIVE 2.0,Oddworld Inhabitants,Oddworld Inhabitants,699.58,,1318.838,65.3401822615534
321,Oddworld Adventures,Any%,Oddworld Adventures - Any%,496.0,1998,23,4,Game Boy,Platformer,,Saffire,Oddworld Inhabitants,451.95,,44.05000000000001,8.88104838709678
322,Titenic,Any%,Titenic - Any%,263.0,1998,23,8,Nintendo Entertainment System,,,,,234.28,,28.72,10.9201520912548
323,Deadly Towers,Any%,Deadly Towers - Any%,1647,1986,35,6,Nintendo Entertainment System,,,,,489.53,,1157.47,70.277474195507
324,Spelunky,Any%,Spelunky - Any%,,2013,8,145,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",114.03,Hourglass,,
325,Tenchu: Stealth Assassins,Any%,Tenchu: Stealth Assassins - Any%,1476,1998,23,5,PlayStation 2,Stealth,,Acquire,Activision,994.17,,481.83,32.6443089430894
326,Ninja Gaiden Shadow,Any%,Ninja Gaiden Shadow - Any%,765.0,1991,30,29,Game Boy Color,,,,,688.97,,76.02999999999997,9.93856209150326
327,Star Ocean,Any%,Star Ocean - Any%,8891.0,1996,25,2,Super Nintendo,,,,,6793.43,,2097.5699999999997,23.5920593858958
328,Super Smash T.V.,Any%,Super Smash T.V. - Any%,4125,1992,29,1,Sega Genesis,,,,,1728.68,,2396.32,58.0926060606061
329,Frogger: He's Back!,100%,Frogger: He's Back! - 100%,3582.0,1997,24,1,PlayStation 2,,,,,2875.88,,706.1199999999999,19.713009491904
330,Mega Man X5,Any%,Mega Man X5 - Any%,1243.0,2000,21,11,GameCube,,,,,998.18,PCSX,244.82000000000005,19.6958970233307
331,Spyro 2: Ripto's Rage!,Any%,Spyro 2: Ripto's Rage! - Any%,468.0,1999,22,115,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,452.47,PSXjin,15.529999999999973,3.31837606837606
332,Metroid II: Return of Samus,Any%,Metroid II: Return of Samus - Any%,3359.0,1991,30,0,Nintendo 3DS Virtual Console,Action-adventure,,Nintendo R&D1,Nintendo,2708.42,,650.5799999999999,19.3682643643942
333,Metroid II: Return of Samus,100%,Metroid II: Return of Samus - 100%,3370.0,1991,30,4,Nintendo 3DS Virtual Console,Action-adventure,,Nintendo R&D1,Nintendo,2962.82,,407.17999999999984,12.0824925816024
334,Chrono Trigger,Any%,Chrono Trigger - Any%,8738.0,1995,26,10,Super Nintendo,JRPG,,,Squaresoft,8228.86,,509.1399999999994,5.82673380636301
335,Widget,Any%,Widget - Any%,553,1990,31,18,Nintendo Entertainment System,,,,,335.62,,217.38,39.3092224231465
336,Spider-Man: Return of the Sinister Six,Any%,Spider-Man: Return of the Sinister Six - Any%,367.0,1992,29,29,Nintendo Entertainment System,,,,,327.41,,39.589999999999975,10.7874659400545
337,Duke Nukem 64,Any%,Duke Nukem 64 - Any%,1099,1997,24,3,Nintendo 64,,,,,718.87,,380.13,34.5887170154686
338,Wrath of the Black Manta,Any%,Wrath of the Black Manta - Any%,652.0,1990,31,12,Nintendo Entertainment System,,,,,592.51,,59.49000000000001,9.12423312883436
339,Pocket Bomberman,Any%,Pocket Bomberman - Any%,613,1998,23,8,Game Boy Color,,,Hudson Soft,Nintendo,388,lsnes,225,36.7047308319739
340,Turok 3: Shadow of Oblivion,Any%,Turok 3: Shadow of Oblivion - Any%,2686.0,2000,21,6,Nintendo 64,,,,,2505.55,,180.44999999999982,6.71816827997021
341,Operation C,Any%,Operation C - Any%,682.457,1991,30,13,Game Boy Color,Run and Gun,,Konami,Konami,653.35,,29.10699999999997,4.26503061731361
342,Mega Man 8,Any%,Mega Man 8 - Any%,3027.0,1996,25,30,Sega Saturn,,,,,2826.23,PCSX,200.76999999999998,6.63263957713908
343,Ninja Jajamaru: Ginga Daisakusen,Any%,Ninja Jajamaru: Ginga Daisakusen - Any%,1112.0,1991,30,1,Nintendo Entertainment System,Platformer,,Jaleco,Jaleco,916.06,,195.94000000000005,17.6205035971223
344,Earthworm Jim: Special Edition,Any%,Earthworm Jim: Special Edition - Any%,2227.0,1995,26,1,PC,Platformer,,Shiny Entertainment,Interplay Productions,1727.4,,499.5999999999999,22.4337674000898
345,Back to the Future Part III,Any%,Back to the Future Part III - Any%,293.0,1991,30,2,Sega Genesis,,,Probe Software,Image Works Arena Entertainment,229.58,,63.41999999999999,21.6450511945392
346,SpongeBob SquarePants: Legend of the Lost Spatula,Any%,SpongeBob SquarePants: Legend of the Lost Spatula - Any%,736,2001,20,1,GameCube,,,,,357.98,,378.02,51.3614130434783
347,Kamen no Ninja: Akakage,Any%,Kamen no Ninja: Akakage - Any%,559.0,1988,33,8,Nintendo Entertainment System,,,,,484.77,,74.23000000000002,13.2790697674419
348,Psycho Waluigi,Any%,Psycho Waluigi - Any%,3233.0,2011,10,4,PC,Platformer,Multimedia Fusion,Thunder Dragon,,2863.0,Hourglass,370.0,11.4444788122487
349,Ninja Gaiden III: The Ancient Ship of Doom,Any%,Ninja Gaiden III: The Ancient Ship of Doom - Any%,747.667,1991,30,24,Nintendo Entertainment System,Platformer,,Tecmo,Tecmo,668.73,FCEUX,78.93700000000001,10.5577750522626
350,Cobra Command,Any%,Cobra Command - Any%,945,1988,33,1,Nintendo Entertainment System,,,,,609.33,,335.67,35.5206349206349
351,X-Men: Wolverine's Rage,Any%,X-Men: Wolverine's Rage - Any%,738.0,2002,19,1,Game Boy Color,Action,,"Digital Eclipse Software, Inc.",Activision,691.18,,46.82000000000005,6.34417344173442
352,The Magical Quest Starring Mickey Mouse,Any%,The Magical Quest Starring Mickey Mouse - Any%,904.0,1992,29,65,Super Nintendo,,,,,897.57,,6.42999999999995,0.711283185840702
353,Paladin's Quest,Any%,Paladin's Quest - Any%,13328,1992,29,3,Super Nintendo,,,,,7504.71,,5823.29,43.6921518607443
354,Total Recall,Any%,Total Recall - Any%,367.0,1990,31,18,Nintendo Entertainment System,,,,,286.11,,80.88999999999999,22.0408719346049
355,Jetpack,Any%,Jetpack - Any%,6149,1993,28,1,MS-DOS,Platformer,,Adept Software,Software Creations,1942.56,JPC-RR,4206.44,68.4085217108473
356,Winx Club,Any%,Winx Club - Any%,1960.0,2005,16,12,Game Boy Advance,,,,,1586.99,,373.01,19.0311224489796
357,Metal Warriors,Any%,Metal Warriors - Any%,1164.0,1995,26,5,Super Nintendo,,,,,887.25,Bizhawk,276.75,23.7757731958763
358,Toobin',Any%,Toobin' - Any%,477.0,1989,32,6,Nintendo Entertainment System,,,Atari,Tengen,447.58,,29.420000000000016,6.16771488469602
359,Frogger's Adventures: The Rescue,Any%,Frogger's Adventures: The Rescue - Any%,4596.0,2003,18,3,GameCube,Action,Renderware,Konami Computer Entertainment Hawaii,Konami,4291.48,,304.52000000000044,6.62576153176676
360,Vampire Killer,Any%,Vampire Killer - Any%,1020.0,1986,35,1,MSX2,Platformer,,Konami,Konami,947.75,,72.25,7.08333333333333
361,Mega Man 3,Any%,Mega Man 3 - Any%,2019.0,1990,31,130,Nintendo Entertainment System,,,Capcom,Capcom,1821.08,FCEUX,197.92000000000007,9.80287270926202
362,Tiny Toon Adventures 2: Trouble in Wackyland,Any%,Tiny Toon Adventures 2: Trouble in Wackyland - Any%,809.0,1992,29,5,Nintendo Entertainment System,,,Konami,Konami,793.11,,15.889999999999986,1.96415327564895
363,Defender of the Crown,Any%,Defender of the Crown - Any%,137.72,1989,32,27,Nintendo Entertainment System,,,,,106.31,,31.409999999999997,22.8071449317456
364,Speedy Gonzales: Los Gatos Bandidos,Any%,Speedy Gonzales: Los Gatos Bandidos - Any%,1385.0,1995,26,3,Super Nintendo,,,,,1362.87,,22.13000000000011,1.59783393501806
365,Mystery Quest,Any%,Mystery Quest - Any%,1044.0,1987,34,3,Nintendo Entertainment System,Platforming,,Carry Lab,Taxan,866.09,,177.90999999999997,17.0411877394636
366,Iron Tank: The Invasion of Normandy,Any%,Iron Tank: The Invasion of Normandy - Any%,921.0,1988,33,8,Nintendo Entertainment System,,,,,707.47,,213.52999999999997,23.1845819761129
367,Donkey Kong Land,100%,Donkey Kong Land - 100%,2432.0,1995,26,3,Game Boy Color,,,,,2112.91,,319.09000000000015,13.1204769736842
368,Moon Crystal,Any%,Moon Crystal - Any%,537.0,1992,29,24,Nintendo Entertainment System,,,Hect,Hect,499.05,FCEUX,37.94999999999999,7.06703910614525
369,Wario Land II,Any%,Wario Land II - Any%,436.0,1999,22,53,Game Boy Color,,,,,392.68,,43.31999999999999,9.93577981651376
370,Wario Land II,100%,Wario Land II - 100%,8774.0,1999,22,4,Game Boy Color,,,,,6696.1,,2077.8999999999996,23.6824709368589
371,Finding Nemo,Any%,Finding Nemo - Any%,3585,2003,18,5,GameCube,,,,,1067.83,,2517.17,70.2139470013947
372,Metal Max,Any%,Metal Max - Any%,2674,1991,30,2,Nintendo Entertainment System,,,,,1456.57,,1217.43,45.5284218399402
373,Yoshi's Safari,Any%,Yoshi's Safari - Any%,2219.0,1993,28,11,Super Nintendo,,,,,1902.12,,316.8800000000001,14.2803064443443
374,Croc 2,Any%,Croc 2 - Any%,1139,1999,22,10,Game Boy Color,Platformer,,Argonaut Software,Fox Interactive,1104,,2604,70.2265372168285
375,Sweet Home,Any%,Sweet Home - Any%,3656,1989,32,3,Nintendo Entertainment System,,,,,2405.09,,1250.91,34.2152625820569
376,Bomberman 64,100%,Bomberman 64 - 100%,5049,1997,24,5,Nintendo 64,,,,,3696.02,Mupen64,1352.98,26.7969895028719
377,Driar,Any%,Driar - Any%,357.0,2012,9,5,Nintendo Entertainment System,,,,,314.45,,42.55000000000001,11.9187675070028
378,Goemon's Great Adventure,Any%,Goemon's Great Adventure - Any%,5101.0,1998,23,4,Nintendo 64,Platformer,,Konami Computer Entertainment Osaka,Konami,4541.28,,559.7200000000003,10.97275044109
379,Mega Man Battle Network 2,Any%,Mega Man Battle Network 2 - Any%,7699.0,2001,20,4,Game Boy Advance,RPG,,Capcom,Capcom,5915.28,,1783.7200000000003,23.1682036628134
380,Spelunker,Any%,Spelunker - Any%,520,1985,36,1,Arcade,,,,,268.57,FCEUX,251.43,48.3519230769231
381,Futari wa Precure Max Heart: Maji? Maji!? Fight de IN Janai,Any%,Futari wa Precure Max Heart: Maji? Maji!? Fight de IN Janai - Any%,2472.0,2005,16,3,Game Boy Advance,,,,,1909.59,,562.4100000000001,22.751213592233
382,Congo's Caper,Any%,Congo's Caper - Any%,1254.0,1993,28,6,Super Nintendo,Platform,,Data East,Data East,1177.66,,76.33999999999992,6.08771929824561
383,Timecop,Any%,Timecop - Any%,1212.0,1995,26,4,Super Nintendo,,,,,1148.46,,63.539999999999964,5.24257425742574
384,Wardner,Any%,Wardner - Any%,556.0,1990,31,3,Nintendo Entertainment System,Platformer,,Toaplan,Taito,528.82,,27.17999999999995,4.88848920863309
385,Death Duel,Any%,Death Duel - Any%,870,1992,29,1,Sega Genesis,,,,,504.73,,365.27,41.9850574712644
386,Majou Densetsu II: Daimashikyou Galious,Any%,Majou Densetsu II: Daimashikyou Galious - Any%,3432,1987,34,1,Nintendo Entertainment System,,,,,1121.63,,2310.37,67.3184731934732
387,Heavy Shreddin',Any%,Heavy Shreddin' - Any%,1075.0,1990,31,1,Nintendo Entertainment System,,,,,1054.95,,20.049999999999955,1.86511627906976
388,Golgo 13: Top Secret Episode,Any%,Golgo 13: Top Secret Episode - Any%,3029.0,1988,33,2,Nintendo Entertainment System,,,,,2680.04,,348.96000000000004,11.5206338725652
389,Pandemonium!,Any%,Pandemonium! - Any%,2127.0,1996,25,4,Sega Saturn,,,,,2043.33,,83.67000000000007,3.93370944992948
390,Ninja Crusaders,Any%,Ninja Crusaders - Any%,284.969,1990,31,34,Nintendo Entertainment System,,,,,248.45,,36.519000000000005,12.8150781313055
391,Uninvited,Any%,Uninvited - Any%,650.68,1989,32,21,Nintendo Entertainment System,,,,,489.78,,160.89999999999998,24.7279768857196
392,Lethal Weapon,Any%,Lethal Weapon - Any%,1672,1993,28,3,Nintendo Entertainment System,Action,,Eurocom,Ocean Software,1158.27,snes9x,513.73,30.7254784688995
393,Astyanax,Any%,Astyanax - Any%,950.0,1989,32,19,Nintendo Entertainment System,,,,,909.04,,40.960000000000036,4.31157894736842
394,Super Mario Land,Any%,Super Mario Land - Any%,744.467,1989,32,135,Nintendo 3DS Virtual Console,,,,,728.75,,15.716999999999985,2.11117484052349
395,Clash at Demonhead,Any%,Clash at Demonhead - Any%,1208.0,1989,32,3,Nintendo Entertainment System,Action,,Vic Tokai,Vic Tokai,1089.22,FCEUX,118.77999999999997,9.83278145695364
396,Batman Forever,Any%,Batman Forever - Any%,1522,1995,26,6,Super Nintendo,Beat 'em up,,Probe Entertainment,Acclaim,927.02,,594.98,39.0919842312746
397,Gradius,Any%,Gradius - Any%,664.833,1986,35,14,Nintendo Entertainment System,,,,,652.35,FCEU,12.482999999999947,1.87761437834764
398,Croc: Legend of the Gobbos,100%,Croc: Legend of the Gobbos - 100%,4805.0,1997,24,11,Sega Saturn,,,,,4715.43,PCSX,89.56999999999971,1.86409989594172
399,Einhänder,Any%,Einhänder - Any%,1979.0,1997,24,2,PlayStation 2,Shoot 'em up,,Squaresoft,Square,1889.93,,89.06999999999994,4.50075795856493
400,Sonic Colors,Any%,Sonic Colors - Any%,1795,2010,11,7,Wii,Action,PhysX,Sonic Team,SEGA,1597.8,DeSmuME,1758.2,52.3897497020262
401,Alex Kidd in the Enchanted Castle,Any%,Alex Kidd in the Enchanted Castle - Any%,375.0,1989,32,8,Wii Virtual Console,Platformer,,SEGA,SEGA,327.8,,47.19999999999999,12.5866666666667
402,Crystalis,Any%,Crystalis - Any%,2983.0,1990,31,1,Nintendo Entertainment System,,,,,2440.43,FCEUX,542.5700000000002,18.1887361716393
403,Zanac,Any%,Zanac - Any%,2290,1986,35,3,Nintendo Entertainment System,Shoot 'em up,,Compile,FCI,196.11,,2093.89,91.4362445414847
404,Chameleon Twist 2,Any%,Chameleon Twist 2 - Any%,1497.0,1998,23,13,Nintendo 64,3D Platformer,,Japan System Supply,Sunsoft,1317.27,Mupen64,179.73000000000002,12.0060120240481
405,Amagon,Any%,Amagon - Any%,1129.0,1988,33,5,Nintendo Entertainment System,,,,,1081.79,,47.210000000000036,4.18157661647476
406,Skyblazer,Any%,Skyblazer - Any%,1508.0,1994,27,28,Super Nintendo,,,,,1467.02,snes9x,40.98000000000002,2.71750663129974
407,Yoshi's Story,Any%,Yoshi's Story - Any%,659.3,1997,24,72,Nintendo 64,Platformer,,Nintendo,Nintendo,639.67,Mupen64,19.629999999999995,2.97740027301684
408,Snake's Revenge,Any%,Snake's Revenge - Any%,2538,1990,31,6,Nintendo Entertainment System,,,,,1899.92,,638.08,25.1410559495666
409,The SpongeBob SquarePants Movie,Any%,The SpongeBob SquarePants Movie - Any%,2080.0,2004,17,5,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,1698.78,VBA,381.22,18.3278846153846
410,Bloody Wolf,Any%,Bloody Wolf - Any%,989.0,1988,33,4,Wii Virtual Console,,,,,859.74,,129.26,13.0697674418605
411,Rod Land,Any%,Rod Land - Any%,777,1990,31,2,Arcade,,,,,469.39,,307.61,39.5894465894466
412,The Rocketeer,Any%,The Rocketeer - Any%,1075.0,1991,30,2,Nintendo Entertainment System,,,,,835.66,,239.34000000000003,22.2641860465116
413,Super Adventure Island,Any%,Super Adventure Island - Any%,1017.0,1992,29,9,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft,1004.22,,12.779999999999973,1.25663716814159
414,Super Bomberman 2,Any%,Super Bomberman 2 - Any%,1300.0,1994,27,11,Super Nintendo,,,,,1080.23,snes9x,219.76999999999998,16.9053846153846
415,ActRaiser,Any%,ActRaiser - Any%,3491.0,1990,31,20,Super Nintendo,Platform,Snes,Quintet,Enix,3235.57,snes9x,255.42999999999984,7.31681466628473
416,Time Lord,Any%,Time Lord - Any%,656.53,1990,31,6,Nintendo Entertainment System,,,,,624.25,,32.27999999999997,4.91675932554491
417,Space Quest IV: Roger Wilco and the Time Rippers,Any%,Space Quest IV: Roger Wilco and the Time Rippers - Any%,509.0,1991,30,3,PC,,,,,456.51,,52.49000000000001,10.3123772102161
418,Aero the Acro-Bat,Any%,Aero the Acro-Bat - Any%,2195.0,1993,28,1,Super Nintendo,Platform,,Iguana,Sunsoft,1779.23,,415.77,18.9416856492027
419,Knight Quest,Any%,Knight Quest - Any%,9621,1992,29,2,Game Boy Color,RPG,,,,1402.73,,8218.27,85.4201226483734
420,Star Wars: The Empire Strikes Back,Any%,Star Wars: The Empire Strikes Back - Any%,1014,1992,29,2,Nintendo Entertainment System,,,,,734.22,,279.78,27.5917159763314
421,Puggsy,Any%,Puggsy - Any%,1462.966,1993,28,8,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis,1080.73,,382.236,26.1274698113285
422,Inspector Gadget,Any%,Inspector Gadget - Any%,925.0,1993,28,1,Super Nintendo,,,,,823.65,,101.35000000000002,10.9567567567568
423,Ultraman Ball,Any%,Ultraman Ball - Any%,412.0,1994,27,11,Game Boy Color,,,,,364.45,,47.55000000000001,11.5412621359223
424,Tiny Toon Adventures: Babs' Big Break,Any%,Tiny Toon Adventures: Babs' Big Break - Any%,955.0,1992,29,12,Game Boy Color,,,,,923.2,,31.799999999999955,3.32984293193717
425,Yume Penguin Monogatari,Any%,Yume Penguin Monogatari - Any%,594.8,1991,30,46,Nintendo Entertainment System,2D Platformer,,Konami,,589.0,,5.7999999999999545,0.975117686617343
426,The Amazing Spider-Man,Any%,The Amazing Spider-Man - Any%,7432,2012,9,3,Nintendo 3DS,,,,,18.62,,7413.38,99.7494617868676
427,Top Hunter: Roddy & Cathy,Any%,Top Hunter: Roddy & Cathy - Any%,1105,1994,27,5,Arcade,Beat 'em up,,snk,SNK,769.1,,335.9,30.3981900452489
428,Lagoon,Any%,Lagoon - Any%,4931.0,1991,30,6,Super Nintendo,,,,,4112.68,,818.3199999999997,16.5954167511661
429,X-Men: Mutant Apocalypse,Any%,X-Men: Mutant Apocalypse - Any%,1028.0,1994,27,20,Super Nintendo,,,,,895.02,,132.98000000000002,12.9357976653697
430,Super Bomberman,Any%,Super Bomberman - Any%,832.0,1993,28,42,Super Nintendo,Puzzle,,,,756.93,snes9x,75.07000000000005,9.02283653846155
431,Monster Party,Any%,Monster Party - Any%,923.0,1989,32,24,Nintendo Entertainment System,,,Human Entertainment,Bandai,898.07,,24.92999999999995,2.70097508125677
432,Ganryu,Any%,Ganryu - Any%,479.0,1999,22,2,Dreamcast,,,,,470.2,,8.800000000000011,1.83716075156576
433,Kishin Douji Zenki: Batoru Raiden,Any%,Kishin Douji Zenki: Batoru Raiden - Any%,1125.92,1995,26,3,Super Nintendo,Platformer,,CAProduction,Hudson Soft,786.45,,339.47,30.1504547392355
434,Turbo Turtle Adventure,Any%,Turbo Turtle Adventure - Any%,1673,2002,19,3,Game Boy Advance,,,,,1116.07,,556.93,33.2893006575015
435,Mendel Palace,Any%,Mendel Palace - Any%,1292.0,1989,32,4,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft,1142.97,,149.02999999999997,11.5348297213622
436,Dungeon Explorer,Any%,Dungeon Explorer - Any%,1405.0,1989,32,5,Wii Virtual Console,,,,,1219.3,,185.70000000000005,13.2170818505338
437,Operation Logic Bomb,Any%,Operation Logic Bomb - Any%,1246.32,1993,28,7,Super Nintendo,,,,,1088.13,,158.18999999999983,12.6925669170036
438,Kick Master,Any%,Kick Master - Any%,673.0,1992,29,17,Nintendo Entertainment System,,,,,512.38,,160.62,23.8662704309064
439,Ghoul School,Any%,Ghoul School - Any%,256.0,1992,29,36,Nintendo Entertainment System,,,,,242.73,,13.27000000000001,5.18359375
440,The Amazing Spider-Man: Lethal Foes,Any%,The Amazing Spider-Man: Lethal Foes - Any%,758.0,1995,26,3,Super Nintendo,Action,,Agenda & Epoch Co.,Epoch Co.,577.12,,180.88,23.8627968337731
441,Mega Man Battle Network,Any%,Mega Man Battle Network - Any%,4482,2001,20,13,Game Boy Advance,RPG,,Capcom,Capcom,3340.65,,1141.35,25.4651941097724
442,Kid Chameleon,Maximum Levels,Kid Chameleon - Maximum Levels,2315.0,1992,29,6,Wii Virtual Console,Platformer,,SEGA,SEGA,1797.7,,517.3,22.3455723542117
443,Magician,Any%,Magician - Any%,821.0,1991,30,2,Nintendo Entertainment System,,,,,732.18,,88.82000000000005,10.8185140073082
444,Super Gussun Oyoyo,Any%,Super Gussun Oyoyo - Any%,523.0,1995,26,3,Super Nintendo,,,,,446.33,,76.67000000000002,14.65965583174
445,Smart Ball,Any%,Smart Ball - Any%,985.0,1991,30,7,Super Nintendo,,,,,867.37,,117.63,11.9421319796954
446,Ardy Lightfoot,Any%,Ardy Lightfoot - Any%,1347.0,1993,28,6,Super Nintendo,,,ASCII Entertainment,ASCII Entertainment,1196.93,,150.06999999999994,11.1410541945063
447,Yo! Noid,Any%,Yo! Noid - Any%,1198.0,1990,31,8,Nintendo Entertainment System,Action Platformer,,Now Production,Capcom,1169.27,,28.730000000000018,2.39816360601002
448,Keith Courage in Alpha Zones,Any%,Keith Courage in Alpha Zones - Any%,1131.0,1988,33,7,TurboGrafx-16/PC Engine,Platform Game,,Advance Communication Company,Hudson Soft,977.3,,153.70000000000005,13.5897435897436
449,Werewolf: The Last Warrior,Any%,Werewolf: The Last Warrior - Any%,597.0,1990,31,6,Nintendo Entertainment System,,,,,539.58,FCEUX,57.41999999999996,9.6180904522613
450,Monster in My Pocket,Any%,Monster in My Pocket - Any%,981.0,1992,29,32,Nintendo Entertainment System,,,,,854.97,,126.02999999999997,12.8470948012232
451,8 Eyes,Any%,8 Eyes - Any%,1096.0,1988,33,4,Nintendo Entertainment System,,,,,1000.28,,95.72000000000003,8.73357664233577
452,Kaizou Choujin Shubibinman Zero,Any%,Kaizou Choujin Shubibinman Zero - Any%,962.2,1997,24,9,Super Nintendo,Action: Side-Scrolling,,Masaya,NCS,768.17,,194.0300000000001,20.1652463105384
453,Sub-Terrania,Any%,Sub-Terrania - Any%,558,1994,27,3,Sega Genesis,Shooter,,Zyrinx,Scavenger,400.62,,157.38,28.2043010752688
454,Blaster Master 2,Any%,Blaster Master 2 - Any%,2258,1993,28,3,Sega Genesis,,,,,1529.22,,728.78,32.2754650132861
455,Legacy of the Wizard,Any%,Legacy of the Wizard - Any%,1399,1987,34,17,Nintendo Entertainment System,,,,,824.23,FCEU,574.77,41.084345961401
456,Wizards & Warriors,Any%,Wizards & Warriors - Any%,657.0,1987,34,33,Nintendo Entertainment System,,,,,575.42,,81.58000000000004,12.4170471841705
457,Totally Rad,Any%,Totally Rad - Any%,848.0,1991,30,4,Nintendo Entertainment System,,,,,727.57,,120.42999999999995,14.2016509433962
458,Dragon Fighter,Any%,Dragon Fighter - Any%,808.0,1990,31,9,Nintendo Entertainment System,,,,,735.28,,72.72000000000003,9
459,Kendo Rage,Any%,Kendo Rage - Any%,693.0,1993,28,1,Super Nintendo,Action-game,,Affect,Seta U.S.A.,619.8,,73.20000000000005,10.5627705627706
